Date,KS200
2019-03-21,282.38
2019-03-22,283.13
2019-03-25,277.45
2019-03-26,277.6
2019-03-27,277.28
2019-03-28,275.08
2019-03-29,276.48
2019-04-01,280.32
2019-04-02,281.72
2019-04-03,285.65
2019-04-04,286.15
2019-04-05,286.68
2019-04-08,286.38
2019-04-09,286.71
2019-04-10,287.92
2019-04-11,287.42
2019-04-12,288.37
2019-04-15,289.38
2019-04-16,290.62
2019-04-17,290.33
2019-04-18,285.82
2019-04-19,285.89
2019-04-22,285.87
2019-04-23,286.47
2019-04-24,283.7
2019-04-25,282.83
2019-04-26,281.34
2019-04-29,286.79
2019-04-30,284.92
2019-05-02,286.12
2019-05-03,283.67
2019-05-07,281.31
2019-05-08,280.15
2019-05-09,271.0
2019-05-10,272.06
2019-05-13,268.72
2019-05-14,268.57
2019-05-15,269.64
2019-05-16,265.99
2019-05-17,264.35
2019-05-20,264.96
2019-05-21,266.12
2019-05-22,266.65
2019-05-23,266.38
2019-05-24,264.42
2019-05-27,264.4
2019-05-28,264.7
2019-05-29,261.37
2019-05-30,263.93
2019-05-31,263.89
2019-06-03,268.16
2019-06-04,267.66
2019-06-05,267.99
2019-06-07,268.27
2019-06-10,272.1
2019-06-11,273.21
2019-06-12,272.74
2019-06-13,271.13
2019-06-14,270.48
2019-06-17,270.09
2019-06-18,271.36
2019-06-19,275.31
2019-06-20,276.01
2019-06-21,275.48
2019-06-24,275.58
2019-06-25,275.28
2019-06-26,275.53
2019-06-27,277.75
2019-06-28,277.5
2019-07-01,277.27
2019-07-02,275.97
2019-07-03,272.37
2019-07-04,274.54
2019-07-05,274.35
2019-07-08,268.55
2019-07-09,267.72
2019-07-10,268.75
2019-07-11,271.78
2019-07-12,272.68
2019-07-15,272.64
2019-07-16,274.05
2019-07-17,271.48
2019-07-18,270.67
2019-07-19,274.55
2019-07-22,274.55
2019-07-23,275.92
2019-07-24,273.22
2019-07-25,273.04
2019-07-26,272.25
2019-07-29,267.75
2019-07-30,268.95
2019-07-31,266.34
2019-08-01,265.73
2019-08-02,262.99
2019-08-05,257.19
2019-08-06,253.41
2019-08-07,252.0
2019-08-08,252.4
2019-08-09,254.85
2019-08-12,255.35
2019-08-13,252.83
2019-08-14,254.86
2019-08-16,253.9
2019-08-19,255.11
2019-08-20,258.05
2019-08-21,258.38
2019-08-22,256.28
2019-08-23,256.11
2019-08-26,252.19
2019-08-27,253.5
2019-08-28,255.53
2019-08-29,254.31
2019-08-30,259.0
2019-09-02,259.08
2019-09-03,258.25
2019-09-04,261.69
2019-09-05,264.44
2019-09-06,265.53
2019-09-09,267.4
2019-09-10,268.76
2019-09-11,270.84
2019-09-16,272.02
2019-09-17,271.68
2019-09-18,273.06
2019-09-19,274.92
2019-09-20,276.44
2019-09-23,276.65
2019-09-24,277.97
2019-09-25,274.42
2019-09-26,274.89
2019-09-27,271.33
2019-09-30,273.55
2019-10-01,274.42
2019-10-02,268.55
2019-10-04,267.39
2019-10-07,267.67
2019-10-08,271.36
2019-10-10,268.8
2019-10-11,271.3
2019-10-14,274.23
2019-10-15,274.34
2019-10-16,276.32
2019-10-17,275.57
2019-10-18,272.81
2019-10-21,273.79
2019-10-22,277.41
2019-10-23,276.23
2019-10-24,276.7
2019-10-25,277.07
2019-10-28,277.78
2019-10-29,277.55
2019-10-30,275.51
2019-10-31,275.82
2019-11-01,278.43
2019-11-04,282.54
2019-11-05,284.38
2019-11-06,284.52
2019-11-07,284.37
2019-11-08,283.13
2019-11-11,280.85
2019-11-12,283.65
2019-11-13,281.28
2019-11-14,283.93
2019-11-15,287.29
2019-11-18,287.18
2019-11-19,286.23
2019-11-20,282.21
2019-11-21,278.28
2019-11-22,279.43
2019-11-25,282.19
2019-11-26,281.83
2019-11-27,282.85
2019-11-28,281.23
2019-11-29,276.78
2019-12-02,277.44
2019-12-03,276.19
2019-12-04,274.15
2019-12-05,273.3
2019-12-06,276.56
2019-12-09,278.03
2019-12-10,279.31
2019-12-11,280.28
2019-12-12,285.11
2019-12-13,290.11
2019-12-16,289.76
2019-12-17,294.4
2019-12-18,294.22
2019-12-19,294.31
2019-12-20,295.31
2019-12-23,294.87
2019-12-24,292.9
2019-12-26,294.06
2019-12-27,295.2
2019-12-30,293.77
2020-01-02,290.35
2020-01-03,290.74
2020-01-06,288.43
2020-01-07,291.23
2020-01-08,289.42
2020-01-09,294.41
2020-01-10,297.06
2020-01-13,300.13
2020-01-14,301.53
2020-01-15,299.74
2020-01-16,302.78
2020-01-17,303.3
2020-01-20,305.58
2020-01-21,302.11
2020-01-22,306.08
2020-01-23,302.33
2020-01-28,292.77
2020-01-29,293.98
2020-01-30,288.37
2020-01-31,284.53
2020-02-03,285.05
2020-02-04,290.68
2020-02-05,292.02
2020-02-06,300.65
2020-02-07,298.21
2020-02-10,296.24
2020-02-11,299.28
2020-02-12,301.54
2020-02-13,300.93
2020-02-14,303.01
2020-02-17,302.76
2020-02-18,297.74
2020-02-19,298.33
2020-02-20,296.65
2020-02-21,292.42
2020-02-24,281.02
2020-02-25,284.24
2020-02-26,279.94
2020-02-27,277.09
2020-02-28,268.02
2020-03-02,270.37
2020-03-03,271.56
2020-03-04,278.13
2020-03-05,281.38
2020-03-06,275.1
2020-03-09,263.11
2020-03-10,264.67
2020-03-11,257.01
2020-03-12,247.62
2020-03-13,240.65
2020-03-16,232.97
2020-03-17,226.89
2020-03-18,215.83
2020-03-19,199.28
2020-03-20,213.67
2020-03-23,201.87
2020-03-24,220.34
2020-03-25,232.89
2020-03-26,229.34
2020-03-27,233.79
2020-03-30,232.45
2020-03-31,236.82
2020-04-01,226.35
2020-04-02,231.84
2020-04-03,231.7
2020-04-06,240.81
2020-04-07,244.87
2020-04-08,241.89
2020-04-09,245.61
2020-04-10,248.0
2020-04-13,243.4
2020-04-14,247.45
2020-04-16,247.1
2020-04-17,255.02
2020-04-20,252.14
2020-04-21,249.4
2020-04-22,251.88
2020-04-23,253.74
2020-04-24,250.28
2020-04-27,254.84
2020-04-28,256.39
2020-04-29,258.15
2020-05-04,250.6
2020-05-06,255.0
2020-05-07,254.46
2020-05-08,256.62
2020-05-11,254.95
2020-05-12,253.37
2020-05-13,255.85
2020-05-14,253.65
2020-05-15,253.79
2020-05-18,255.44
2020-05-19,261.79
2020-05-20,262.72
2020-05-21,263.74
2020-05-22,259.62
2020-05-25,262.76
2020-05-26,267.31
2020-05-27,267.64
2020-05-28,268.29
2020-05-29,268.32
2020-06-01,273.19
2020-06-02,276.08
2020-06-03,285.91
2020-06-04,286.45
2020-06-05,290.62
2020-06-08,290.77
2020-06-09,291.32
2020-06-10,291.9
2020-06-11,288.62
2020-06-12,281.78
2020-06-15,267.95
2020-06-16,282.59
2020-06-17,283.02
2020-06-18,281.91
2020-06-19,283.37
2020-06-22,281.42
2020-06-23,281.94
2020-06-24,286.7
2020-06-25,279.73
2020-06-26,283.38
2020-06-29,278.04
2020-06-30,280.09
2020-07-01,280.26
2020-07-02,283.86
2020-07-03,285.89
2020-07-06,290.62
2020-07-07,286.77
2020-07-08,285.97
2020-07-09,287.25
2020-07-10,285.06
2020-07-13,289.84
2020-07-14,289.63
2020-07-15,292.27
2020-07-16,289.25
2020-07-17,291.57
2020-07-20,290.81
2020-07-21,295.16
2020-07-22,294.04
2020-07-23,292.37
2020-07-24,290.66
2020-07-27,293.51
2020-07-28,300.13
2020-07-29,301.25
2020-07-30,301.85
2020-07-31,299.32
2020-08-03,299.46
2020-08-04,303.04
2020-08-05,306.64
2020-08-06,311.32
2020-08-07,312.57
2020-08-10,316.77
2020-08-11,321.02
2020-08-12,322.68
2020-08-13,323.33
2020-08-14,319.24
2020-08-18,312.84
2020-08-19,313.54
2020-08-20,301.59
2020-08-21,306.16
2020-08-24,309.33
2020-08-25,313.59
2020-08-26,314.19
2020-08-27,311.38
2020-08-28,312.24
2020-08-31,307.14
2020-09-01,309.81
2020-09-02,311.5
2020-09-03,316.43
2020-09-04,312.03
2020-09-07,313.67
2020-09-08,317.38
2020-09-09,313.77
2020-09-10,316.53
2020-09-11,316.45
2020-09-14,320.98
2020-09-15,323.36
2020-09-16,322.31
2020-09-17,318.0
2020-09-18,318.39
2020-09-21,315.89
2020-09-22,308.82
2020-09-23,309.64
2020-09-24,302.48
2020-09-25,303.57
2020-09-28,307.03
2020-09-29,309.44
2020-10-05,313.51
2020-10-06,314.45
2020-10-07,317.35
2020-10-08,317.47
2020-10-12,319.15
2020-10-13,319.58
2020-10-14,316.57
2020-10-15,313.92
2020-10-16,311.83
2020-10-19,312.59
2020-10-20,314.71
2020-10-21,315.76
2020-10-22,313.77
2020-10-23,314.79
2020-10-26,313.53
2020-10-27,311.8
2020-10-28,313.17
2020-10-29,309.94
2020-10-30,301.6
2020-11-02,305.95
2020-11-03,312.07
2020-11-04,313.83
2020-11-05,321.51
2020-11-06,322.1
2020-11-09,325.83
2020-11-10,326.13
2020-11-11,331.12
2020-11-12,329.72
2020-11-13,333.03
2020-11-16,340.63
2020-11-17,339.85
2020-11-18,339.96
2020-11-19,340.16
2020-11-20,340.62
2020-11-23,348.46
2020-11-24,350.28
2020-11-25,348.3
2020-11-26,352.12
2020-11-27,352.73
2020-11-30,346.05
2020-12-01,352.4
2020-12-02,358.66
2020-12-03,361.66
2020-12-04,367.63
2020-12-07,369.86
2020-12-08,363.45
2020-12-09,371.47
2020-12-10,369.37
2020-12-11,372.24
2020-12-14,371.56
2020-12-15,370.88
2020-12-16,372.53
2020-12-17,372.0
2020-12-18,371.55
2020-12-21,372.18
2020-12-22,366.43
2020-12-23,371.32
2020-12-24,379.18
2020-12-28,379.93
2020-12-29,381.27
2020-12-30,389.29
2021-01-04,399.88
2021-01-05,406.03
2021-01-06,402.08
2021-01-07,410.81
2021-01-08,430.22
2021-01-11,431.13
2021-01-12,427.87
2021-01-13,430.38
2021-01-14,429.85
2021-01-15,420.43
2021-01-18,410.5
2021-01-19,421.35
2021-01-20,424.01
2021-01-21,430.27
2021-01-22,427.13
2021-01-25,437.3
2021-01-26,426.73
2021-01-27,423.67
2021-01-28,416.4
2021-01-29,404.56
2021-02-01,415.45
2021-02-02,421.03
2021-02-03,425.21
2021-02-04,418.31
2021-02-05,423.3
2021-02-08,418.95
2021-02-09,417.91
2021-02-10,419.65
2021-02-15,427.01
2021-02-16,429.24
2021-02-17,424.2
2021-02-18,417.44
2021-02-19,420.94
2021-02-22,416.88
2021-02-23,415.82
2021-02-24,407.16
2021-02-25,422.52
2021-02-26,409.91
2021-03-02,414.8
2021-03-03,420.27
2021-03-04,414.17
2021-03-05,412.0
2021-03-08,408.34
2021-03-09,405.79
2021-03-10,403.48
2021-03-11,411.02
2021-03-12,416.13
2021-03-15,414.18
2021-03-16,417.31
2021-03-17,414.01
2021-03-18,417.06
2021-03-19,412.91
2021-03-22,412.64
2021-03-23,408.71
2021-03-24,407.1
2021-03-25,408.53
2021-03-26,412.89
2021-03-29,412.05
2021-03-30,416.61
2021-03-31,415.04
2021-04-01,419.42
2021-04-02,423.74
2021-04-05,424.85
2021-04-06,425.88
2021-04-07,426.7
2021-04-08,426.86
2021-04-09,424.3
2021-04-12,424.22
2021-04-13,429.08
2021-04-14,430.71
2021-04-15,432.66
2021-04-16,432.43
2021-04-19,431.96
2021-04-20,434.6
2021-04-21,426.75
2021-04-22,427.37
2021-04-23,428.34
2021-04-26,432.36
2021-04-27,432.14
2021-04-28,427.48
2021-04-29,426.28
2021-04-30,422.36
2021-05-03,420.36
2021-05-04,423.57
2021-05-06,426.64
2021-05-07,428.56
2021-05-10,435.63
2021-05-11,428.77
2021-05-12,421.86
2021-05-13,416.07
2021-05-14,420.17
2021-05-17,418.27
2021-05-18,423.09
2021-05-20,421.68
2021-05-21,422.08
2021-05-24,420.57
2021-05-25,424.35
2021-05-26,423.54
2021-05-27,423.0
2021-05-28,425.95
2021-05-31,427.91
2021-06-01,430.32
2021-06-02,430.15
2021-06-03,433.87
2021-06-04,432.22
2021-06-07,433.26
2021-06-08,432.88
2021-06-09,428.16
2021-06-10,429.35
2021-06-11,432.78
2021-06-14,433.22
2021-06-15,434.13
2021-06-16,436.96
2021-06-17,434.73
2021-06-18,435.02
2021-06-21,431.46
2021-06-22,434.42
2021-06-23,436.73
2021-06-24,438.38
2021-06-25,440.4
2021-06-28,439.98
2021-06-29,437.54
2021-06-30,438.84
2021-07-01,436.34
2021-07-02,436.0
2021-07-05,437.66
2021-07-06,439.5
2021-07-07,436.97
2021-07-08,432.63
2021-07-09,427.84
2021-07-12,431.28
2021-07-13,434.71
2021-07-14,433.57
2021-07-15,436.76
2021-07-16,434.82
2021-07-19,429.89
2021-07-20,428.55
2021-07-21,426.0
2021-07-22,431.38
2021-07-23,431.55
2021-07-26,427.47
2021-07-27,428.22
2021-07-28,429.15
2021-07-29,429.49
2021-07-30,423.91
2021-08-02,426.79
2021-08-03,429.98
2021-08-04,436.05
2021-08-05,434.74
2021-08-06,433.29
2021-08-09,431.65
2021-08-10,428.56
2021-08-11,424.74
2021-08-12,422.38
2021-08-13,416.06
2021-08-17,411.31
2021-08-18,413.36
2021-08-19,404.96
2021-08-20,400.78
2021-08-23,404.58
2021-08-24,412.48
2021-08-25,413.95
2021-08-26,410.38
2021-08-27,410.24
2021-08-30,411.5
2021-08-31,419.79
2021-09-01,419.92
2021-09-02,415.89
2021-09-03,419.22
2021-09-06,420.37
2021-09-07,417.8
2021-09-08,414.54
2021-09-09,407.28
2021-09-10,408.7
2021-09-13,409.7
2021-09-14,412.36
2021-09-15,412.85
2021-09-16,409.22
2021-09-17,410.99
2021-09-23,410.46
2021-09-24,409.84
2021-09-27,410.97
2021-09-28,406.2
2021-09-29,400.09
2021-09-30,401.3
2021-10-01,394.79
2021-10-05,388.01
2021-10-06,381.93
2021-10-07,388.14
2021-10-08,387.42
2021-10-12,380.69
2021-10-13,384.1
2021-10-14,389.59
2021-10-15,393.19
2021-10-18,392.02
2021-10-19,395.41
2021-10-20,393.74
2021-10-21,393.18
2021-10-22,393.34
2021-10-25,395.01
2021-10-26,399.07
2021-10-27,395.48
2021-10-28,393.89
2021-10-29,388.47
2021-11-01,389.81
2021-11-02,394.82
2021-11-03,389.48
2021-11-04,391.54
2021-11-05,389.86
2021-11-08,389.59
2021-11-09,390.36
2021-11-10,386.24
2021-11-11,385.97
2021-11-12,390.38
2021-11-15,394.36
2021-11-16,394.07
2021-11-17,389.44
2021-11-18,387.44
2021-11-19,390.53
2021-11-22,399.07
2021-11-23,396.44
2021-11-24,395.4
2021-11-25,391.93
2021-11-26,385.07
2021-11-29,381.63
2021-11-30,373.24
2021-12-01,383.13
2021-12-02,389.64
2021-12-03,391.96
2021-12-06,392.85
2021-12-07,396.31
2021-12-08,397.27
2021-12-09,401.13
2021-12-10,397.97
2021-12-13,397.27
2021-12-14,395.41
2021-12-15,395.66
2021-12-16,397.68
2021-12-17,398.96
2021-12-20,391.37
2021-12-21,393.95
2021-12-22,396.07
2021-12-23,398.15
2021-12-24,400.53
2021-12-27,398.61
2021-12-28,401.21
2021-12-29,396.72
2021-12-30,394.19
2022-01-03,395.51
2022-01-04,395.4
2022-01-05,390.39
2022-01-06,386.22
2022-01-07,390.85
2022-01-10,387.52
2022-01-11,388.97
2022-01-12,394.66
2022-01-13,393.0
2022-01-14,387.45
2022-01-17,383.81
2022-01-18,381.01
2022-01-19,378.21
2022-01-20,380.39
2022-01-21,376.08
2022-01-24,371.3
2022-01-25,362.39
2022-01-26,360.83
2022-01-27,348.58
2022-01-28,357.98
2022-02-03,361.6
2022-02-04,366.34
2022-02-07,362.92
2022-02-08,363.48
2022-02-09,368.65
2022-02-10,371.57
2022-02-11,368.61
2022-02-14,362.98
2022-02-15,360.43
2022-02-16,367.3
2022-02-17,369.55
2022-02-18,368.55
2022-02-21,368.29
2022-02-22,363.51
2022-02-23,364.44
2022-02-24,355.04
2022-02-25,358.44
2022-02-28,361.54
2022-03-02,360.59
2022-03-03,367.06
2022-03-04,361.69
2022-03-07,353.03
2022-03-08,349.38
2022-03-10,358.01
2022-03-11,355.31
2022-03-14,354.61
2022-03-15,351.03
2022-03-16,356.09
2022-03-17,361.46
2022-03-18,362.33
2022-03-21,358.77
2022-03-22,361.66
2022-03-23,364.84
2022-03-24,363.38
2022-03-25,362.06
2022-03-28,362.06
2022-03-29,363.77
2022-03-30,364.5
2022-03-31,365.61
