날짜,종가,오픈,고가,저가,거래량,변동 %
2022년 03월 31일,365.61,364.1,367.01,363.94,388.61M,0.30%
2022년 03월 30일,364.5,366.15,366.76,363.68,139.98K,0.20%
2022년 03월 29일,363.77,364.18,365.56,362.27,132.70M,0.47%
2022년 03월 28일,362.06,360.63,363.25,358.7,136.54M,0.00%
2022년 03월 25일,362.06,364.76,364.92,361.34,119.07M,-0.36%
2022년 03월 24일,363.38,361.83,363.5,360.4,149.35M,-0.40%
2022년 03월 23일,364.84,364.06,366.4,362.89,137.43M,0.88%
2022년 03월 22일,361.66,358.76,362.11,358.61,120.70M,0.81%
2022년 03월 21일,358.77,363.81,363.86,358.41,117.14M,-0.98%
2022년 03월 18일,362.33,361.16,362.78,359.6,155.32M,0.24%
2022년 03월 17일,361.46,362.39,364.18,361.36,172.54M,1.51%
2022년 03월 16일,356.09,354.88,356.29,351.97,125.09M,1.44%
2022년 03월 15일,351.03,352.34,353.9,350.38,149.11M,-1.01%
2022년 03월 14일,354.61,354.72,356.48,352.82,163.91M,-0.20%
2022년 03월 11일,355.31,355.95,356.85,353.26,182.55M,-0.75%
2022년 03월 10일,358.01,354.33,358.27,354.33,212.65M,2.47%
2022년 03월 08일,349.38,348.12,352.82,346.85,185.90M,-1.03%
2022년 03월 07일,353.03,356.59,356.59,351.91,193.16M,-2.39%
2022년 03월 04일,361.69,365.35,365.54,360.19,237.19M,-1.46%
2022년 03월 03일,367.06,364.37,367.4,363.99,167.18M,1.79%
2022년 03월 02일,360.59,361.52,362.81,359.89,170.94M,-0.26%
2022년 02월 28일,361.54,356.59,361.54,355.77,237.32M,0.86%
2022년 02월 25일,358.44,358.79,360.85,357.02,154.97M,0.96%
2022년 02월 24일,355.04,360.05,360.77,354.01,167.28M,-2.58%
2022년 02월 23일,364.44,366.25,366.58,362.39,139.93M,0.26%
2022년 02월 22일,363.51,362.93,364.81,360.74,162.88M,-1.30%
2022년 02월 21일,368.29,362.83,368.75,361.14,109.54M,-0.07%
2022년 02월 18일,368.55,365.57,369.32,364.69,137.05M,-0.27%
2022년 02월 17일,369.55,368.11,373.03,365.48,209.73M,0.61%
2022년 02월 16일,367.3,365.96,367.66,364.64,108.44M,1.91%
2022년 02월 15일,360.43,364.44,364.79,358.75,140.83M,-0.70%
2022년 02월 14일,362.98,364.36,365.97,360.46,146.97M,-1.53%
2022년 02월 11일,368.61,367.54,371.35,366.9,161.47M,-0.80%
2022년 02월 10일,371.57,371.84,372.86,369.3,180.49M,0.79%
2022년 02월 09일,368.65,367.02,368.65,365.79,117.91M,1.42%
2022년 02월 08일,363.48,365.91,367.32,360.78,133.11M,0.15%
2022년 02월 07일,362.92,365.4,365.4,359.59,135.53M,-0.93%
2022년 02월 04일,366.34,363.1,366.79,361.84,109.79M,1.31%
2022년 02월 03일,361.6,364.07,366.13,361.6,125.48M,1.01%
2022년 01월 28일,357.98,350.29,358.84,347.28,146.98M,2.70%
2022년 01월 27일,348.58,360.83,363.11,348.55,158.32M,-3.39%
2022년 01월 26일,360.83,363.72,365.31,360.47,109.34M,-0.43%
2022년 01월 25일,362.39,370.3,370.73,359.85,142.18M,-2.40%
2022년 01월 24일,371.3,374.64,375.45,369.63,112.64M,-1.27%
2022년 01월 21일,376.08,376.74,377.69,373.35,134.24M,-1.13%
2022년 01월 20일,380.39,377.97,380.45,376.49,114.10M,0.58%
2022년 01월 19일,378.21,377.75,381.91,376.74,126.17M,-0.73%
2022년 01월 18일,381.01,385.07,385.63,379.79,127.94M,-0.73%
2022년 01월 17일,383.81,387,387.33,381.56,135.82M,-0.94%
2022년 01월 14일,387.45,389.66,390.81,386.25,146.05M,-1.41%
2022년 01월 13일,393,395.68,395.93,392.52,151.71M,-0.42%
2022년 01월 12일,394.66,392.29,394.87,391.96,210.10M,1.46%
2022년 01월 11일,388.97,388.32,390.43,386.26,133.43M,0.37%
2022년 01월 10일,387.52,389.68,390.24,384.79,139.10M,-0.85%
2022년 01월 07일,390.85,388.3,391.75,388.06,114.28M,1.20%
2022년 01월 06일,386.22,386.59,390.51,385.3,152.39M,-1.07%
2022년 01월 05일,390.39,394.91,395.2,387.56,175.49M,-1.27%
2022년 01월 04일,395.4,396.01,396.71,393.35,117.16M,-0.03%
2022년 01월 03일,395.51,397.16,399.44,394.26,97.58M,0.33%
2021년 12월 30일,394.19,397.13,398.59,393.89,103.89M,-0.64%
2021년 12월 29일,396.72,398.74,399.16,395.85,169.05M,-1.12%
2021년 12월 28일,401.21,399.56,401.21,397.24,169.71M,0.65%
2021년 12월 27일,398.61,400.61,401.07,398.31,103.64M,-0.48%
2021년 12월 24일,400.53,399.72,402.46,399.66,102.50M,0.60%
2021년 12월 23일,398.15,397.98,398.36,395.71,105.28M,0.53%
2021년 12월 22일,396.07,396.82,398.06,394.77,100.31M,0.54%
2021년 12월 21일,393.95,394.35,395.28,391.19,106.00M,0.66%
2021년 12월 20일,391.37,396.42,396.61,390.92,97.27M,-1.90%
2021년 12월 17일,398.96,394.46,399.02,394.26,134.70M,0.32%
2021년 12월 16일,397.68,398.93,399.68,395.19,94.13M,0.51%
2021년 12월 15일,395.66,393.99,395.76,392.85,88.94M,0.06%
2021년 12월 14일,395.41,394.54,397.02,393.5,116.50M,-0.47%
2021년 12월 13일,397.27,399.38,403.37,396.83,113.33M,-0.18%
2021년 12월 10일,397.97,398.21,399.12,396.58,92.72M,-0.79%
2021년 12월 09일,401.13,398.19,401.13,396.93,159.05M,0.97%
2021년 12월 08일,397.27,399.89,402.34,396.32,140.13M,0.24%
2021년 12월 07일,396.31,392.88,396.46,391.29,157.04M,0.88%
2021년 12월 06일,392.85,389.95,394.4,387.58,124.90M,0.23%
2021년 12월 03일,391.96,388.21,393.3,386.42,127.84M,0.60%
2021년 12월 02일,389.64,379.76,389.64,379.59,150.99M,1.70%
2021년 12월 01일,383.13,376.45,384.05,373.61,167.60M,2.65%
2021년 11월 30일,373.24,385.01,386.34,370.86,258.52M,-2.20%
2021년 11월 29일,381.63,381.25,384.97,379.27,178.59M,-0.89%
2021년 11월 26일,385.07,390.61,392.81,384.19,145.77M,-1.75%
2021년 11월 25일,391.93,395.67,395.73,391.69,117.21M,-0.88%
2021년 11월 24일,395.4,397.88,399.38,393.27,128.29M,-0.26%
2021년 11월 23일,396.44,399.43,399.52,395.58,124.51M,-0.66%
2021년 11월 22일,399.07,393.16,399.88,392.75,144.70M,2.19%
2021년 11월 19일,390.53,387.97,391.24,387.31,130.76M,0.80%
2021년 11월 18일,387.44,388.86,390,386.31,130.47M,-0.51%
2021년 11월 17일,389.44,394.88,395.25,388.7,146.33M,-1.17%
2021년 11월 16일,394.07,393.94,396.49,392.62,134.39M,-0.07%
2021년 11월 15일,394.36,393.36,395.56,392.16,174.94M,1.02%
2021년 11월 12일,390.38,389.13,391.77,387.46,166.34M,1.14%
2021년 11월 11일,385.97,383.84,386.03,382.57,212.91M,-0.07%
2021년 11월 10일,386.24,388.37,390.36,385.57,117.56M,-1.06%
2021년 11월 09일,390.36,389.17,393.13,388.25,127.59M,0.20%
2021년 11월 08일,389.59,390.1,390.71,385.5,126.07M,-0.07%
2021년 11월 05일,389.86,394.65,394.81,387.66,139.11M,-0.43%
2021년 11월 04일,391.54,393.16,395.15,390.75,185.41M,0.53%
2021년 11월 03일,389.48,395.73,395.85,388.52,137.22M,-1.35%
2021년 11월 02일,394.82,392.18,398.1,392.18,126.75M,1.29%
2021년 11월 01일,389.81,390.34,391.65,389.14,121.44M,0.34%
2021년 10월 29일,388.47,396.08,396.92,387.82,146.47M,-1.38%
2021년 10월 28일,393.89,394.87,397.79,393.89,180.65M,-0.40%
2021년 10월 27일,395.48,398.31,398.82,394.41,193.85M,-0.90%
2021년 10월 26일,399.07,397.75,399.67,396.28,135.40M,1.03%
2021년 10월 25일,395.01,392.45,395.99,390.02,152.06M,0.42%
2021년 10월 22일,393.34,392.82,394.91,391.54,108.30M,0.04%
2021년 10월 21일,393.18,393.56,395.51,392.38,136.38M,-0.14%
2021년 10월 20일,393.74,397.48,398.09,393.6,129.25M,-0.42%
2021년 10월 19일,395.41,394.26,395.92,393.27,113.85M,0.86%
2021년 10월 18일,392.02,393.39,394.16,389.74,126.68M,-0.30%
2021년 10월 15일,393.19,392.94,394.58,391.36,170.78M,0.92%
2021년 10월 14일,389.59,387.39,389.63,386.48,170.13M,1.43%
2021년 10월 13일,384.1,380.12,385.72,379.31,154.27M,0.90%
2021년 10월 12일,380.69,386.27,386.6,379.08,158.57M,-1.74%
2021년 10월 08일,387.42,390.42,390.7,386.54,150.22M,-0.19%
2021년 10월 07일,388.14,385.87,388.78,384.59,173.71M,1.63%
2021년 10월 06일,381.93,391.01,392.37,381.93,229.53M,-1.57%
2021년 10월 05일,388.01,391.95,392.02,384.92,202.46M,-1.72%
2021년 10월 01일,394.79,399.53,400.52,394.14,155.62M,-1.62%
2021년 09월 30일,401.3,399.41,402.9,397.98,182.82M,0.30%
2021년 09월 29일,400.09,400.44,402.28,396.78,180.58M,-1.50%
2021년 09월 28일,406.2,410.74,411.1,405.79,175.59M,-1.16%
2021년 09월 27일,410.97,409.28,412.72,408.97,153.14M,0.28%
2021년 09월 24일,409.84,412.01,412.8,409.09,153.82M,-0.15%
2021년 09월 23일,410.46,409.04,410.92,407.39,164.54M,-0.13%
2021년 09월 17일,410.99,408.9,411.36,407.07,165.79M,0.43%
2021년 09월 16일,409.22,414.22,414.68,408.79,166.06M,-0.88%
2021년 09월 15일,412.85,412.05,414.61,410.75,193.19M,0.12%
2021년 09월 14일,412.36,411.06,414.85,410.98,179.78M,0.65%
2021년 09월 13일,409.7,407.33,410.87,406.43,152.91M,0.24%
2021년 09월 10일,408.7,407.99,409.78,405.99,145.03M,0.35%
2021년 09월 09일,407.28,411.98,413.64,406.68,189.64M,-1.75%
2021년 09월 08일,414.54,416.35,417.62,413.34,182.49M,-0.78%
2021년 09월 07일,417.8,419.85,419.88,416.28,134.46M,-0.61%
2021년 09월 06일,420.37,418.99,420.74,417.85,151.55M,0.27%
2021년 09월 03일,419.22,417.67,419.78,416.4,147.69M,0.80%
2021년 09월 02일,415.89,419.19,420.2,414.99,146.86M,-0.96%
2021년 09월 01일,419.92,419.17,421.31,417.16,151.58M,0.03%
2021년 08월 31일,419.79,411.69,419.9,409.67,170.99M,2.01%
2021년 08월 30일,411.5,414.15,414.85,410.04,145.64M,0.31%
2021년 08월 27일,410.24,408.63,411.79,406.81,132.45M,-0.03%
2021년 08월 26일,410.38,414.49,415.74,409.79,174.28M,-0.86%
2021년 08월 25일,413.95,414.01,416.03,410.63,176.20M,0.36%
2021년 08월 24일,412.48,408.47,412.94,408.26,165.65M,1.95%
2021년 08월 23일,404.58,404.32,407.82,401.63,166.04M,0.95%
2021년 08월 20일,400.78,406.64,408.35,399.18,197.11M,-1.03%
2021년 08월 19일,404.96,410.84,412.93,404.91,192.94M,-2.03%
2021년 08월 18일,413.36,410.92,415.38,408.46,184.48M,0.50%
2021년 08월 17일,411.31,415.5,417.23,410.31,207.92M,-1.14%
2021년 08월 13일,416.06,421.38,422.04,413.64,221.07M,-1.50%
2021년 08월 12일,422.38,423.17,425.53,421.42,251.30M,-0.56%
2021년 08월 11일,424.74,427.16,428.88,424.3,170.67M,-0.89%
2021년 08월 10일,428.56,433.01,433.11,427.28,174.09M,-0.72%
2021년 08월 09일,431.65,431.57,433.16,430.05,140.99M,-0.38%
2021년 08월 06일,433.29,434.85,436.61,432.27,143.72M,-0.33%
2021년 08월 05일,434.74,436.46,437.85,434.24,267.97M,-0.30%
2021년 08월 04일,436.05,431.6,436.71,430.16,166.74M,1.41%
2021년 08월 03일,429.98,426.65,429.98,426.42,151.06M,0.75%
2021년 08월 02일,426.79,426.29,426.85,422.86,117.34M,0.68%
2021년 07월 30일,423.91,428.12,428.21,423.91,143.58M,-1.30%
2021년 07월 29일,429.49,430.58,431.19,428.18,112.36M,0.08%
2021년 07월 28일,429.15,427.3,429.71,425.34,132.99M,0.22%
2021년 07월 27일,428.22,430.14,431.15,427.89,142.52M,0.18%
2021년 07월 26일,427.47,433.14,433.28,427.46,146.23M,-0.95%
2021년 07월 23일,431.55,431.75,433.23,430.27,173.07M,0.04%
2021년 07월 22일,431.38,428.75,431.93,428.65,182.08M,1.26%
2021년 07월 21일,426,430.99,431.29,425.82,212.12M,-0.60%
2021년 07월 20일,428.55,427.14,428.78,425.99,163.96M,-0.31%
2021년 07월 19일,429.89,432.25,432.25,428.94,152.02M,-1.13%
2021년 07월 16일,434.82,436.24,436.24,432.85,149.48M,-0.44%
2021년 07월 15일,436.76,434.24,436.85,433.12,152.54M,0.74%
2021년 07월 14일,433.57,434.47,434.57,431.75,147.02M,-0.26%
2021년 07월 13일,434.71,432.39,435.21,432.36,148.61M,0.80%
2021년 07월 12일,431.28,429.33,432.02,429.3,134.96M,0.80%
2021년 07월 09일,427.84,431.64,431.65,424.26,238.82M,-1.11%
2021년 07월 08일,432.63,437.2,438.56,432.6,216.93M,-0.99%
2021년 07월 07일,436.97,439.29,439.29,435.78,178.32M,-0.58%
2021년 07월 06일,439.5,437.96,440.68,437.96,194.16M,0.42%
2021년 07월 05일,437.66,436.53,438.92,436.53,180.18M,0.38%
2021년 07월 02일,436,436.31,438.07,435.54,197.30M,-0.08%
2021년 07월 01일,436.34,439.01,439.26,435.8,172.56M,-0.57%
2021년 06월 30일,438.84,437.76,440.4,437.7,167.36M,0.30%
2021년 06월 29일,437.54,440.48,440.6,436.17,231.75M,-0.55%
2021년 06월 28일,439.98,440.78,441.54,438.55,237.76M,-0.10%
2021년 06월 25일,440.4,438.76,442.31,438.75,367.17M,0.46%
2021년 06월 24일,438.38,437.54,439.37,436.96,299.67M,0.38%
2021년 06월 23일,436.73,434.65,437.37,434.62,372.08M,0.53%
2021년 06월 22일,434.42,432.1,435.05,432.1,483.82M,0.69%
2021년 06월 21일,431.46,434.57,434.57,429.52,242.43M,-0.82%
2021년 06월 18일,435.02,434.82,436.69,434.39,230.15M,0.07%
2021년 06월 17일,434.73,436.61,436.63,432.78,200.55M,-0.51%
2021년 06월 16일,436.96,434.19,437.47,433.88,306.89M,0.65%
2021년 06월 15일,434.13,433.41,434.99,432.48,336.10M,0.21%
2021년 06월 14일,433.22,432.7,433.59,431.28,236.26M,0.10%
2021년 06월 11일,432.78,429.61,433.42,429.61,328.90M,0.80%
2021년 06월 10일,429.35,428.23,430.87,427.5,267.08M,0.28%
2021년 06월 09일,428.16,432.35,432.53,428.16,248.52M,-1.09%
2021년 06월 08일,432.88,433.21,435.02,431.71,323.68M,-0.09%
2021년 06월 07일,433.26,432.82,435.77,430.76,337.93M,0.24%
2021년 06월 04일,432.22,433.7,433.7,429.33,290.32M,-0.38%
2021년 06월 03일,433.87,430.2,435.6,430.2,219.81M,0.86%
2021년 06월 02일,430.15,430.6,433.06,429.14,292.52M,-0.04%
2021년 06월 01일,430.32,428.08,432.18,426.94,225.69M,0.56%
2021년 05월 31일,427.91,426.31,428.18,424.29,230.91M,0.46%
2021년 05월 28일,425.95,423.88,427.51,423.58,203.18M,0.70%
2021년 05월 27일,423,423.92,424.38,419.78,311.20M,-0.13%
2021년 05월 26일,423.54,424.46,426.05,422.55,199.31M,-0.19%
2021년 05월 25일,424.35,421.91,424.83,421.2,176.02M,0.90%
2021년 05월 24일,420.57,421.92,423.09,419.38,177.69M,-0.36%
2021년 05월 21일,422.08,423.12,427.75,420.7,196.32M,0.09%
2021년 05월 20일,421.68,423.38,423.38,419.07,181.88M,-0.33%
2021년 05월 18일,423.09,418.28,423.93,418.28,174.86M,1.15%
2021년 05월 17일,418.27,421.97,423.19,416.08,207.00M,-0.45%
2021년 05월 14일,420.17,417.5,421.75,417.5,199.29M,0.99%
2021년 05월 13일,416.07,419.6,421.07,414.28,379.12M,-1.37%
2021년 05월 12일,421.86,428.74,428.96,419.11,295.19M,-1.61%
2021년 05월 11일,428.77,434.14,434.14,427.21,301.80M,-1.57%
2021년 05월 10일,435.63,429.04,436.73,429.04,255.44M,1.65%
2021년 05월 07일,428.56,426.51,429.94,426,229.12M,0.45%
2021년 05월 06일,426.64,423.62,426.64,421.25,313.80M,0.72%
2021년 05월 04일,423.57,420.99,423.57,418.53,208.97M,0.76%
2021년 05월 03일,420.36,422.54,426.3,419.3,234.40M,-0.47%
2021년 04월 30일,422.36,426.61,426.83,421.73,255.79M,-0.92%
2021년 04월 29일,426.28,428.07,430.14,424.83,231.94M,-0.28%
2021년 04월 28일,427.48,432.2,432.82,426.88,261.38M,-1.08%
2021년 04월 27일,432.14,432.46,433.43,430.36,216.23M,-0.05%
2021년 04월 26일,432.36,428.89,432.36,428.68,244.08M,0.94%
2021년 04월 23일,428.34,426.68,428.87,422.92,215.68M,0.23%
2021년 04월 22일,427.37,427.06,430.44,427.06,202.88M,0.15%
2021년 04월 21일,426.75,433.4,433.47,425.93,187.76M,-1.81%
2021년 04월 20일,434.6,431.9,434.7,431.38,185.75M,0.61%
2021년 04월 19일,431.96,432.74,434.28,431.16,172.93M,-0.11%
2021년 04월 16일,432.43,432.43,434.57,430.98,188.08M,-0.05%
2021년 04월 15일,432.66,430.41,434.4,430.39,189.53M,0.45%
2021년 04월 14일,430.71,429.14,431.65,428.04,154.42M,0.38%
2021년 04월 13일,429.08,424.4,429.84,423.89,162.00M,1.15%
2021년 04월 12일,424.22,424.73,426.62,423.1,134.97M,-0.02%
2021년 04월 09일,424.3,427.26,428.65,423.33,166.99M,-0.60%
2021년 04월 08일,426.86,426.73,427.32,424.36,221.93M,0.04%
2021년 04월 07일,426.7,426.22,428.38,424.96,176.73M,0.19%
2021년 04월 06일,425.88,425.18,427.68,423.35,162.96M,0.24%
2021년 04월 05일,424.85,425.15,426.31,422.16,157.71M,0.26%
2021년 04월 02일,423.74,422.19,425.13,422.02,163.07M,1.03%
2021년 04월 01일,419.42,416.99,419.78,416.51,184.61M,1.06%
2021년 03월 31일,415.04,417.12,420.18,415.04,225.86M,-0.38%
2021년 03월 30일,416.61,412.32,417.44,412.32,207.51M,1.11%
2021년 03월 29일,412.05,413.9,414.72,410.45,312.52M,-0.20%
2021년 03월 26일,412.89,409.16,413.04,409.13,305.21M,1.07%
2021년 03월 25일,408.53,407.03,411.27,405.59,180.93M,0.35%
2021년 03월 24일,407.1,407.32,408.76,404.03,193.07M,-0.39%
2021년 03월 23일,408.71,412.89,416.15,408.4,234.50M,-0.95%
2021년 03월 22일,412.64,412.92,414.48,410.27,270.01M,-0.07%
2021년 03월 19일,412.91,416.7,416.71,410.59,189.02M,-1.00%
2021년 03월 18일,417.06,414.97,420.86,414.97,164.06M,0.74%
2021년 03월 17일,414.01,417.35,417.67,411.32,132.77M,-0.79%
2021년 03월 16일,417.31,414.82,418.06,414.11,155.16M,0.76%
2021년 03월 15일,414.18,416.58,417.69,413.61,161.31M,-0.47%
2021년 03월 12일,416.13,413.67,417.76,413.67,184.66M,1.24%
2021년 03월 11일,411.02,404.36,413.24,404.36,231.92M,1.87%
2021년 03월 10일,403.48,406.37,411.22,402.37,172.53M,-0.57%
2021년 03월 09일,405.79,407.33,408.83,399.37,313.26M,-0.62%
